category_id,book_id
92,161
92,573
92,986
92,457
92,1029
92,854
92,118
93,209
93,304
94,554
94,547
94,1299
95,241
95,76
95,737
95,372
95,1068
95,726
95,848
95,331
95,689
96,47
96,206
97,938
97,524
98,171
98,963
98,122
98,317
98,1267
98,151
98,1322
98,1008
98,354
98,1397
99,88
100,1135
101,1214
101,825
101,251
101,1325
101,35
101,919
101,1105
101,703
101,546
101,252
101,514
102,1204
102,321
103,1008
103,803
103,69
104,1330
104,930
104,742
104,1269
104,1032
104,1387
104,3
105,1197
105,201
106,93
107,555
107,230
107,515
107,450
107,240
107,852
107,941
107,354
108,483
109,897
110,792
110,697
110,866
110,10
110,1119
110,391
110,764
110,34
110,606
110,460
110,273
111,1280
111,1122
111,704
112,1096
112,453
112,275
113,88
113,605
113,1295
113,1266
113,205
113,214
113,33
113,296
113,545
113,528
114,349
114,898
115,107
115,290
115,1009
116,108
116,281
116,626
116,1307
116,965
116,520
116,225
117,759
117,376
117,703
118,1342
118,37
118,556
118,941
119,610
119,1376
119,1057
119,893
119,976
119,42
119,756
119,216
120,963
120,1130
120,115
121,1185
121,1043
122,140
122,728
122,1168
122,679
122,93
122,224
122,101
123,334
124,670
124,189
124,449
124,690
125,1353
125,425
125,653
125,726
125,837
126,916
127,592
128,93
128,65
128,642
128,601
128,1350
128,352
128,1092
128,1173
128,543
128,629
128,121
129,1020
129,821
129,1228
130,447
130,698
131,1277
131,1319
131,585
131,1151
131,1173
131,933
131,1097
132,140
132,557
132,1219
133,1179
133,870
133,801
133,1356
134,725
134,1259
134,560
134,1291
134,135
134,46
135,1267
135,256
136,801
137,201
137,87
137,1050
137,1310
137,25
137,979
137,4
137,308
137,51
137,304
137,1117
137,10
138,432
139,22
139,784
139,388
139,43
140,834
140,629
140,894
140,1353
140,969
140,526
141,581
141,1050
142,1
142,510
143,1206
143,758
143,85
143,837
143,930
143,495
143,1278
143,294
144,973
144,80
145,1131
145,126
146,292
146,306
146,668
146,426
146,153
146,1114
146,407
146,1028
146,183
146,669
146,1153
147,587
147,623
148,456
148,15
149,169
149,395
149,1226
149,369
149,143
149,1005
149,158
149,749
149,184
150,238
150,685
150,37
151,835
151,645
152,188
152,158
152,109
152,1260
152,1273
152,640
152,1244
152,51
152,148
152,463
152,811
152,1060
153,255
154,1098
155,850
155,348
155,1044
155,810
155,1214
155,620
155,572
155,1241
155,266
155,758
156,552
156,347
156,596
157,313
157,899
157,453
158,1301
158,706
158,727
158,904
158,604
158,438
158,1266
158,1363
158,828
158,780
159,199
159,1113
160,133
160,1238
160,943
160,1102
161,1029
161,787
161,1341
161,1081
161,1254
161,961
161,987
162,272
162,1281
162,396
163,1268
164,373
164,1260
164,1157
164,1035
164,283
164,275
164,121
164,29
164,329
164,11
164,1206
165,809
165,335
165,767
166,1327
166,244
167,423
167,1146
167,156
167,844
167,961
167,63
167,1100
167,635
167,664
168,322
168,841
169,308
170,503
170,1073
170,680
170,328
170,650
170,393
170,472
170,358
170,807
170,1214
170,89
170,1190
171,510
172,755
172,440
172,1386
173,683
173,11
173,67
173,557
173,578
173,562
174,965
174,631
174,1208
175,799
175,1252
175,192
176,462
176,1231
176,673
176,531
176,913
176,721
176,1024
176,1149
176,961
176,1002
176,1255
177,102
178,214
179,1049
179,714
179,1203
179,738
179,1138
179,310
179,518
179,1235
179,899
180,1059
180,667
180,247
181,676
181,276
181,1225
182,305
182,302
182,374
182,1098
182,10
182,230
182,552
182,871
182,65
182,1339
183,518
184,1331
184,538
184,665
185,1282
185,909
185,1314
185,1144
186,187
186,1029
186,168
187,499
187,811
187,1096
187,1370
188,688
188,1304
188,816
188,1248
188,753
188,51
188,90
188,211
188,1239
189,708
189,159
190,336
190,993
190,395
191,206
191,1281
191,541
191,515
192,1260
192,1069
192,155
193,810
193,760
193,513
194,1132
194,1374
194,374
194,43
194,782
194,533
195,1203
195,87
196,1101
196,1265
196,882
196,334
197,133
197,84
197,1398
197,866
197,884
197,481
197,497
197,782
197,885
197,1311
198,1199
199,1273
199,19
199,1083
199,155
200,1221
200,247
200,279
200,455
200,785
200,115
201,997
201,354
201,619
202,504
202,608
203,46
203,292
203,1346
203,365
203,884
203,1099
203,801
203,1309
203,101
204,785
204,695
205,1242
206,1060
206,120
206,926
206,1337
206,296
206,319
206,1095
206,889
206,1108
206,1111
206,875
206,459
206,20
207,199
208,206
208,177
208,526
209,1119
209,1367
209,54
209,915
209,367
209,624
209,987
210,463
210,1284
210,187
211,640
211,207
212,472
212,1233
212,279
212,1167
212,116
213,936
213,403
213,619
214,356
214,777
214,1058
214,997
215,262
215,1004
215,640
215,1080
215,398
215,781
216,1293
216,1110
216,888
217,36
218,1202
218,1318
218,558
218,906
218,1321
218,642
218,888
218,630
218,25
219,536
219,835
219,789
220,837
220,373
221,846
221,996
221,58
221,425
221,215
221,225
221,1162
222,1382
222,637
223,1383
224,214
224,1239
224,1232
224,1271
224,905
224,39
224,421
224,193
225,1369
225,366
226,1034
226,84
227,703
227,373
227,1046
227,741
227,1184
227,1141
227,980
227,1396
228,1300
229,1087
229,278
229,298
229,523
230,1391
230,950
230,195
230,1291
230,301
230,940
230,412
230,1303
231,973
232,320
232,18
232,263
232,876
233,650
233,358
233,342
233,275
233,197
233,1398
233,1330
234,87
234,657
234,1167
235,680
236,714
236,347
236,772
236,25
236,11
236,499
236,482
236,915
237,814
237,1049
238,857
238,696
238,130
238,73
239,198
239,1158
239,1016
239,554
239,963
239,343
239,215
239,327
240,1347
240,246
240,1073
241,613
241,74
242,72
242,648
242,363
242,1199
242,182
242,1066
242,880
242,126
243,816
243,391
244,443
244,698
245,806
245,232
245,1182
245,1298
245,442
245,1392
245,62
245,881
245,445
245,916
246,1253
247,814
247,281
247,1313
247,1298
248,1341
248,659
248,764
248,18
248,1397
248,671
248,1353
249,164
249,1153
250,1185
250,700
251,378
251,235
251,596
251,508
251,1024
251,1226
251,333
251,1147
251,587
251,461
252,1283
252,1063
253,215
253,542
253,1226
254,408
254,794
254,232
254,1009
254,21
254,56
254,675
254,423
254,1234
254,718
255,15
255,285
256,184
257,1340
257,1336
257,618
257,413
257,511
257,369
257,1010
257,941
257,622
257,866
258,538
258,1213
259,650
259,533
260,1023
260,724
260,11
260,1349
260,842
260,330
260,305
260,436
261,1327
261,28
261,141
262,1144
262,553
262,835
263,478
263,823
263,607
263,186
263,1393
263,326
263,1011
263,314
263,491
264,1016
264,668
265,393
265,1384
266,1340
266,255
266,678
266,716
266,541
266,869
266,957
266,49
266,1278
266,402
267,931
268,1065
268,1175
268,993
268,884
269,1360
269,493
269,686
269,290
269,1064
269,844
269,872
269,859
269,44
270,386
270,597
271,541
272,823
272,20
272,631
272,1190
272,1136
272,295
272,474
272,896
273,682
273,808
273,1245
274,741
275,563
275,1201
275,908
275,725
275,1058
275,43
275,93
275,454
275,776
275,627
275,171
276,110
276,167
277,565
278,1078
278,445
278,111
278,1163
278,965
278,1113
278,7
278,883
278,787
279,1033
279,1005
280,1307
280,181
280,1283
281,1238
281,775
281,370
281,905
281,1255
281,6
281,1098
281,39
282,607
283,676
284,1082
284,626
284,578
284,840
284,367
284,319
284,974
285,285
285,1250
286,383
286,952
286,746
286,511
287,740
287,920
287,375
287,871
287,126
287,483
287,755
287,1320
287,1000
287,792
288,1277
289,990
289,438
290,935
290,1067
290,505
290,360
290,730
290,813
290,789
290,2
290,346
291,759
291,989
291,126
292,472
292,1344
292,1127
293,915
293,868
293,433
293,1032
293,1065
293,1307
294,538
294,369
295,419
295,551
296,721
296,25
296,643
296,909
296,670
297,267
297,103
297,973
298,950
298,664
298,685
298,337
299,399
299,510
299,257
299,713
300,80
300,99
300,1198
301,528
301,310
302,119
302,1352
302,258
302,858
302,559
302,802
302,657
302,979
302,570
302,777
302,760
303,418
304,1328
304,1241
304,91
305,1008
305,214
305,359
305,34
305,646
305,307
305,741
306,1036
306,785
306,342
307,744
307,1117
307,765
307,299
308,463
308,740
308,575
308,259
308,1179
308,1400
308,495
308,194
308,1020
309,530
310,840
310,912
310,1253
311,1027
311,331
311,198
311,521
311,252
311,154
312,1206
312,368
312,810
313,364
313,385
314,646
314,1224
314,615
314,1359
314,597
314,135
314,53
314,1289
314,337
314,581
315,479
315,910
315,777
316,92
316,153
317,508
317,911
317,807
317,113
317,692
317,38
317,583
317,1055
317,1386
318,585
318,1388
319,344
319,449
320,284
320,676
320,835
320,1136
320,394
320,59
320,831
321,668
322,1390
323,1114
323,5
323,563
323,983
323,1087
323,254
323,1355
323,1383
323,698
323,150
323,1090
323,836
324,1269
324,356
325,883
325,280
325,630
326,250
326,23
326,934
326,578
326,82
326,555
326,673
326,670
327,104
328,234
328,1351
328,1371
328,572
329,833
329,337
329,1178
329,413
329,1301
329,859
330,406
330,1044
331,385
331,1211
331,1068
331,262
332,56
332,1097
332,1250
332,572
332,319
332,806
333,632
333,1190
334,6
334,109
334,950
334,957
335,544
335,1261
335,804
335,1124
335,902
336,969
336,1116
336,907
337,543
337,384
338,1039
338,1107
338,849
338,1025
338,971
338,618
338,715
339,1302
340,1052
340,258
341,208
341,455
341,1022
341,199
341,880
341,38
341,1135
341,545
341,1053
342,647
343,700
343,433
344,650
344,642
344,1073
344,749
344,854
344,112
344,686
344,200
344,228
344,1116
344,538
345,1008
346,1145
346,479
346,1014
347,1135
347,519
347,739
347,639
347,975
347,539
347,890
347,905
347,686
348,133
348,897
349,370
349,1125
349,380
349,13
350,212
350,422
350,493
350,305
350,930
350,314
350,1198
350,632
351,204
351,116
351,1028
352,193
352,457
353,631
353,95
353,848
353,166
353,1142
353,1324
354,419
354,632
354,21
355,841
355,1184
356,1191
356,630
356,320
356,379
356,100
356,772
357,1369
357,773
357,1031
358,841
359,1044
359,727
359,667
359,510
359,12
359,307
359,125
359,668
359,960
359,203
359,211
360,676
360,643
361,72
361,75
362,143
362,1070
362,500
362,108
362,1234
362,615
362,404
362,120
362,899
363,123
363,248
364,12
364,70
364,868
365,1086
365,198
365,1285
365,1245
365,297
365,15
365,671
365,1211
365,790
366,826
366,140
367,1150
368,741
368,959
368,153
368,16
368,1345
368,497
368,803
368,1014
368,359
368,394
368,824
369,425
369,1121
370,921
370,98
370,1227
371,433
371,758
371,226
371,868
371,863
371,99
372,697
373,1225
374,1115
374,326
374,676
374,466
374,50
374,1183
374,581
374,314
375,269
375,1010
375,916
376,304
376,793
377,172
377,449
377,121
377,408
377,1232
377,1171
377,1374
377,1280
377,843
377,1165
377,1104
378,967
378,499
379,565
379,992
379,441
379,1088
380,520
380,786
380,47
380,128
380,517
380,1126
381,119
382,23
382,754
382,1119
382,1231
383,40
383,790
383,1355
383,237
384,1237
384,147
384,839
385,1042
385,986
385,355
385,4
386,105
386,961
386,728
386,181
386,736
386,69
386,836
386,1133
387,370
387,163
387,1237
388,867
389,265
389,340
389,633
389,834
389,243
389,543
389,1200
389,182
389,986
389,728
390,1167
391,31
391,1305
391,279
392,125
392,653
392,1119
392,927
392,615
392,1229
392,336
393,517
394,911
394,1149
394,529
394,1321
395,408
395,503
395,967
395,342
395,473
396,191
396,126
396,46
397,861
397,895
397,671
398,181
398,325
398,324
398,29
398,351
398,1317
398,647
398,1364
398,968
398,1042
399,678
399,468
400,1007
401,156
401,187
401,807
401,174
401,1155
401,522
401,1355
401,219
402,398
403,278
404,716
404,1121
404,567
404,706
404,552
404,324
404,515
404,1372
404,806
405,1064
405,404
406,382
407,708
407,113
407,948
407,793
407,872
407,549
407,402
407,808
407,472
408,346
408,850
409,913
409,445
410,150
410,1200
410,838
410,982
410,891
410,812
410,928
410,1099
410,443
411,1062
412,609
412,158
413,1305
413,1219
413,62
413,727
413,952
413,1261
413,1314
413,887
413,1379
414,272
414,176
415,938
415,1366
416,864
416,698
416,296
416,1260
416,949
416,104
416,48
416,1052
416,905
416,217
416,1112
416,338
417,677
418,383
418,746
419,822
419,690
419,624
419,446
419,289
419,948
419,1135
419,1235
420,111
421,311
421,318
422,1297
422,59
422,943
422,1005
422,640
422,857
422,5
423,475
424,1198
424,512
425,949
425,31
425,743
425,1354
425,1228
425,1238
425,419
425,1091
425,385
425,81
425,1392
426,650
426,532
427,274
428,950
428,1225
428,567
428,1315
428,454
428,1320
428,575
428,722
429,1217
430,473
430,1267
430,244
431,194
431,1195
431,1192
431,384
431,514
431,422
431,418
432,443
432,921
432,234
433,1111
433,311
433,374
433,50
434,1280
434,644
434,163
434,931
434,1206
434,174
434,797
435,970
435,835
436,761
436,162
436,855
437,844
437,722
437,764
437,96
437,600
438,1156
438,179
439,423
440,1354
440,1340
440,771
440,1183
440,1203
440,1313
441,118
441,1331
441,244
442,466
443,90
443,817
443,931
443,166
443,826
443,1356
443,1336
443,400
443,386
443,561
444,334
444,1399
445,9
445,400
446,1324
446,1112
446,256
446,792
446,624
446,1299
447,258
447,966
447,882
448,1195
448,689
448,1383
448,168
449,997
449,548
449,428
449,584
450,819
450,847
451,70
451,170
451,1083
452,601
452,1162
452,994
452,740
453,802
453,192
453,197
454,1010
454,450
454,286
454,835
455,1302
455,95
455,152
455,690
455,157
455,741
455,414
455,677
456,353
456,127
457,686
457,1068
457,72
458,972
458,987
458,1360
458,525
458,968
458,1236
458,508
459,266
459,701
459,707
460,88
460,322
460,1283
461,543
461,932
461,1371
461,360
461,14
461,80
461,380
461,593
462,362
462,154
463,1352
464,274
464,690
464,1351
464,807
464,28
464,563
464,291
464,664
464,1110
464,556
465,365
465,1065
465,772
466,1051
466,674
466,840
467,1319
467,1056
467,696
467,1110
467,873
468,94
468,1254
468,639
469,867
469,1268
470,189
470,1269
470,198
470,195
470,204
470,564
470,116
470,1190
471,281
471,1033
471,1223
472,950
472,536
473,996
473,723
473,876
473,482
473,573
473,1190
474,868
474,576
475,820
476,1345
476,985
476,1011
476,968
476,520
476,379
476,1274
476,272
477,681
477,815
478,1244
478,100
478,364
478,890
479,778
479,422
479,446
479,91
479,626
479,293
479,1054
480,627
480,824
481,1050
481,1369
482,87
482,152
482,1348
482,672
482,1076
482,804
482,66
482,1379
482,420
482,1010
483,974
484,6
485,664
485,915
485,617
485,5
485,1219
485,659
485,535
486,888
486,998
486,1025
487,614
488,669
488,1099
488,538
488,1028
488,761
488,115
488,653
488,1149
488,607
488,1016
488,721
488,1122
489,946
489,1163
490,211
490,1126
490,85
490,441
491,590
491,819
491,1053
491,258
491,1287
492,629
492,473
492,469
493,1081
493,1037
493,544
493,305
494,312
494,321
494,534
494,593
494,1225
494,636
494,990
494,1389
495,294
496,1273
496,1205
496,106
496,150
497,889
497,747
497,307
497,1109
497,220
497,1378
498,838
498,112
499,771
499,875
499,874
500,841
500,1076
500,933
500,922
501,1095
501,656
501,1312
502,1339
502,1055
502,550
502,34
503,1314
503,133
503,1020
503,26
503,385
503,336
503,724
504,699
505,402
506,667
506,229
506,591
506,41
506,1331
506,1144
506,1355
506,1099
506,517
506,88
506,553
507,1236
507,723
507,495
508,1338
509,52
509,1315
509,51
509,860
509,1235
509,1
509,1216
509,1017
509,772
509,912
509,55
509,642
510,514
511,202
512,1135
512,108
512,1036
512,665
512,1288
512,969
512,312
512,712
512,157
512,357
512,229
513,1044
513,1335
514,90
515,742
515,926
515,181
515,1392
515,3
515,1327
515,269
515,1034
516,956
517,1105
517,38
517,1202
518,553
518,860
518,1167
518,947
518,1344
518,404
518,1041
518,523
518,867
519,364
519,379
520,730
520,965
520,1353
520,1145
521,1020
521,1289
521,967
521,941
521,602
521,1274
521,1348
522,5
523,1209
524,218
524,861
524,1069
524,1178
524,143
524,794
524,355
524,1255
524,353
525,312
526,431
526,282
526,882
526,479
527,742
527,625
527,200
527,1303
527,598
527,1358
527,1295
527,873
527,1257
528,836
528,1016
529,1391
529,730
529,528
530,700
530,372
530,139
530,760
530,1147
530,1393
531,446
532,69
533,1049
533,601
533,885
533,339
533,195
533,555
533,438
533,522
533,1254
533,151
533,161
534,1174
534,1037
534,834
535,951
535,701
535,1311
535,639
536,838
536,407
536,578
536,1163
536,295
536,503
536,329
536,992
537,703
537,16
538,1153
539,523
539,773
539,1177
539,1373
539,466
539,1380
539,888
540,955
540,994
541,515
542,563
542,773
542,882
542,1258
542,1388
542,802
542,1068
542,1171
542,1286
542,883
542,727
543,184
544,811
544,456
544,306
544,1038
545,1035
545,1107
545,575
545,1198
545,728
545,322
545,1075
545,424
546,37
546,1304
547,1235
547,13
548,181
548,415
548,12
548,167
548,1120
548,977
548,327
548,86
548,210
549,367
549,1062
550,785
551,680
551,786
551,933
551,110
551,1251
551,107
551,155
551,916
552,267
552,498
553,394
553,1031
554,612
554,1221
554,968
554,911
554,502
554,495
554,314
554,352
555,1026
555,531
556,1087
556,1103
556,203
556,270
557,1198
557,715
557,559
557,502
557,416
558,64
558,641
558,1275
559,1283
559,37
559,173
560,1308
560,641
560,734
560,655
560,2
560,519
560,948
560,721
560,648
561,249
561,706
562,224
562,1014
563,470
563,1362
563,402
563,491
563,264
563,69
563,740
563,981
563,378
563,1250
564,306
564,798
564,852
565,357
565,354
566,1281
566,930
566,716
566,1248
566,586
566,392
566,1334
566,32
567,1145
567,566
567,1141
568,847
568,991
568,1070
568,1364
569,614
569,1052
569,1103
569,811
569,809
569,1312
570,1241
571,1378
572,739
572,658
572,178
572,696
572,1326
572,115
572,1296
572,1373
572,595
573,132
574,1210
574,483
575,843
575,419
575,1194
575,117
575,1111
575,261
575,798
576,194
576,302
577,105
577,848
578,895
578,438
578,923
578,666
578,1087
578,382
578,754
579,1075
580,1097
580,17
580,529
581,1007
581,191
581,1036
581,73
581,622
581,1038
581,1338
581,474
582,1101
582,1388
583,482
583,165
583,767
583,1130
584,350
584,173
584,855
584,1155
584,598
584,1259
585,1179
585,918
585,1262
586,1266
586,842
586,1206
587,1333
587,245
587,101
587,1164
587,1292
587,855
587,16
587,461
587,778
587,1377
587,386
588,1168
589,626
590,1345
590,300
590,871
590,477
590,86
590,214
590,925
590,898
590,1183
590,545
591,1167
592,985
593,175
593,499
593,1065
593,376
593,1126
593,155
593,427
593,1241
594,1161
594,1199
595,494
596,1234
596,1083
596,1012
596,581
596,228
596,914
596,1095
596,683
596,1193
596,763
597,1324
597,293
598,664
598,324
598,108
599,464
599,79
599,1166
599,978
600,818
600,1169
600,276
