book_id,title,publish_date,author_id,publisher_id
301,Iron Bridge #301,1991-05-30,30,16
302,Silent Forest of Glass #302,1997-09-30,90,8
303,Midnight Kite of Ash #303,1984-09-12,255,23
304,Frost Wanderer #304,1993-04-05,86,24
305,Restless Bridge #305,1994-02-10,61,2
306,Ancient Forest of Stars #306,1993-08-04,296,41
307,Silent Atlas and Bone #307,1974-12-22,256,37
308,Shattered Mirror of Salt #308,2021-06-27,60,15
309,Velvet Wanderer of Ash #309,1991-12-10,24,31
310,Wild Signal #310,1986-01-21,19,36
311,Summer Bridge #311,1990-02-21,165,16
312,Iron Bridge of Stars #312,2021-04-11,191,8
313,Frost Constellation #313,1986-02-02,115,34
314,Crimson Signal and Smoke #314,1995-04-30,160,21
315,Silent Machine and Bone #315,1988-01-02,150,37
316,Forgotten Bridge #316,2011-08-15,189,38
317,Sapphire Street #317,2019-01-13,126,10
318,Midnight Forest and Bone #318,1970-11-11,172,1
319,Winter Signal #319,1997-08-03,54,14
320,Frost Tower of Glass #320,1982-10-10,144,6
321,Crimson Tower #321,2016-08-18,212,45
322,Wild Ocean #322,1977-08-14,298,7
323,Frost Harbor #323,2005-05-19,39,38
324,Storm Garden of Shadows #324,1991-03-30,150,17
325,Ancient Signal #325,1999-04-09,163,29
326,Bright Tower of Snow #326,1982-03-19,300,7
327,Restless Empire and Smoke #327,1998-03-05,209,8
328,Emerald Mirror #328,1988-08-17,232,20
329,Paper Labyrinth #329,1978-02-10,81,44
330,Forgotten Kite #330,1973-08-14,111,21
331,Restless Library #331,2001-11-30,203,33
332,Crimson Constellation of Fire #332,1972-10-15,208,29
333,Emerald Bridge #333,1978-07-01,237,7
334,Restless Empire of Thunder #334,1981-09-23,102,26
335,Wild Constellation #335,1977-07-16,299,38
336,Bright Library of Stars #336,1987-09-28,228,9
337,Silent Horizon and Smoke #337,1974-07-18,87,37
338,Iron Bridge of Ash #338,2004-05-03,219,12
339,Wild Archive #339,1994-09-02,144,29
340,Restless Garden #340,2025-05-09,126,42
341,Forgotten Atlas and Silk #341,1975-06-22,45,18
342,Luminous Harbor of Thunder #342,2018-10-10,10,25
343,Summer Mirror and Silk #343,2000-11-12,290,33
344,Ancient Signal of Ash #344,1998-08-10,306,15
345,Midnight Street and Silk #345,2017-07-01,184,38
346,Last Compass of Thunder #346,1993-11-29,274,4
347,Last City #347,2004-11-05,182,12
348,Shattered Tower #348,2002-03-10,303,2
349,Summer Kite of Shadows #349,2020-07-08,97,32
350,Emerald Crown of Glass #350,1978-02-05,29,15
351,Secret Tower and Silk #351,1970-01-23,170,40
352,Hidden Harbor of Fire #352,1999-01-12,31,2
353,Restless City #353,1982-09-16,57,34
354,Wild Library and Bloom #354,2022-07-29,52,22
355,Forgotten Horizon of Fire #355,2009-03-12,250,42
356,Ancient Compass #356,2020-06-01,315,23
357,Last Constellation #357,1985-09-24,194,20
358,Velvet Kite of Fire #358,1970-02-28,294,26
359,Storm Garden of Night #359,2024-11-06,114,41
360,Storm Empire #360,1982-08-14,170,5
361,Last Mirror #361,1985-01-23,46,43
362,Autumn Bridge #362,2010-01-26,6,17
363,Hidden Tower #363,2001-06-11,132,7
364,Velvet River and Smoke #364,2007-08-26,86,27
365,Sapphire Signal and Bloom #365,1979-02-06,246,37
366,Autumn Street #366,1984-08-04,232,5
367,Crimson Crown of Honey #367,1979-05-25,38,22
368,Shattered Signal of Stars #368,2019-01-29,48,22
369,Secret Mountain #369,1972-10-12,221,42
370,Shattered Mountain #370,1984-02-04,28,7
371,Ancient Archive #371,2006-09-20,284,35
372,Bright Constellation of Thunder #372,1978-08-09,26,26
373,Storm Machine #373,1983-10-12,28,24
374,Midnight Forest and Silk #374,1987-11-30,50,2
375,Hidden Compass #375,1977-05-08,243,8
376,Forgotten Signal of Honey #376,1978-03-06,279,25
377,Shattered Mirror #377,2003-02-21,96,29
378,Crimson Labyrinth of Honey #378,1990-04-19,138,37
379,Crimson Harbor #379,1978-09-04,44,43
380,Wild Machine of Thunder #380,2019-09-01,32,25
381,Frost Forest #381,2012-08-07,294,16
382,Sapphire Crown of Glass #382,2015-01-17,293,34
383,Storm Constellation #383,1983-03-25,62,29
384,Shattered Compass #384,1987-04-17,65,3
385,Iron Library #385,2009-01-22,104,41
386,Restless Mountain of Stars #386,1977-10-22,199,36
387,Luminous Machine of Honey #387,2016-08-16,235,1
388,Summer Mountain #388,2007-08-24,58,27
389,Restless Harbor #389,2022-04-11,52,7
390,Storm Street of Stone #390,2018-01-20,177,27
391,Bright Signal #391,2021-04-27,312,31
392,Crimson Compass of Shadows #392,2025-06-19,312,44
393,Summer Signal of Night #393,1991-04-25,26,31
394,Bright Mirror of Stone #394,1997-11-24,144,32
395,Summer Constellation of Thunder #395,1982-01-21,154,29
396,Ancient Labyrinth #396,2024-04-10,46,13
397,Paper Archive #397,2006-07-13,249,34
398,Wild Garden of Fire #398,1975-11-21,160,33
399,Luminous Harbor #399,2017-01-13,292,2
400,Shattered Archive #400,1988-01-04,30,16
401,Crimson Ocean and Bone #401,1987-11-12,141,24
402,Paper Wanderer of Salt #402,1972-09-28,124,24
403,Sapphire Mountain and Silk #403,2022-08-26,283,23
404,Wild Compass #404,1993-03-16,47,19
405,Midnight Signal of Snow #405,1989-11-10,116,44
406,Hidden Labyrinth #406,2016-01-19,11,44
407,Midnight Atlas #407,1985-07-16,308,1
408,Last Labyrinth #408,1997-05-28,141,28
409,Luminous Mirror of Snow #409,2011-11-14,155,44
410,Frost Mountain of Salt #410,1970-08-29,262,43
411,Wild Machine #411,2024-08-22,145,20
412,Winter Empire of Night #412,1994-10-21,167,18
413,Bright Chapel #413,1996-10-21,97,10
414,Frost Street of Glass #414,2023-10-31,207,43
415,Ancient Constellation of Ash #415,2014-08-15,152,17
416,Iron Signal of Glass #416,2022-04-22,293,13
417,Ancient Bridge #417,2017-12-18,244,43
418,Wild Wanderer of Fire #418,2020-01-31,93,19
419,Golden Atlas of Honey #419,2020-02-26,94,44
420,Ancient Chapel and Bone #420,1990-01-14,158,27
421,Ancient Mirror of Stone #421,2011-08-10,61,31
422,Crimson Chapel #422,2025-09-06,37,31
423,Hidden Wanderer and Bloom #423,2017-07-14,153,27
424,Crimson Harbor of Snow #424,2000-09-28,210,37
425,Paper Harbor of Fire #425,1977-04-02,250,22
426,Autumn Compass of Glass #426,1970-06-04,232,18
427,Hidden Street #427,2021-09-13,82,32
428,Silent Harbor #428,2008-07-10,207,28
429,Sapphire Signal of Snow #429,2003-06-22,8,21
430,Frost Archive of Ash #430,1992-04-28,116,45
431,Wild Crown and Bloom #431,2015-02-27,302,20
432,Shattered Library #432,1996-10-02,149,30
433,Velvet Wanderer #433,2000-04-23,223,44
434,Restless Horizon #434,2013-12-23,184,13
435,Shattered Signal of Thunder #435,1981-10-09,109,2
436,Storm Wanderer and Bone #436,1973-05-09,193,41
437,Bright Street of Glass #437,2023-04-14,25,43
438,Golden Chapel #438,1974-04-30,60,27
439,Paper Signal of Honey #439,2012-07-24,79,14
440,Summer Constellation #440,1997-01-05,216,43
441,Golden Constellation of Shadows #441,2007-07-30,54,33
442,Velvet Mountain of Salt #442,1979-07-15,255,13
443,Secret Archive #443,2016-12-07,104,23
444,Summer Forest of Glass #444,2019-03-06,255,14
445,Summer Atlas of Ash #445,1971-02-22,46,8
446,Storm Constellation of Stars #446,2015-11-28,39,7
447,Bright Chapel of Stone #447,1993-09-11,238,4
448,Golden Compass #448,1996-01-26,185,44
449,Ancient Forest #449,1978-07-10,24,1
450,Restless Constellation #450,1999-06-27,184,29
451,Secret Labyrinth #451,1978-05-04,191,22
452,Shattered Empire and Smoke #452,1994-05-22,198,45
453,Sapphire Forest #453,1984-12-18,58,9
454,Summer Bridge of Fire #454,1979-04-22,214,38
455,Sapphire City #455,1986-04-06,313,25
456,Wild Mountain of Shadows #456,2013-05-04,250,8
457,Iron Ocean of Honey #457,1998-03-11,7,44
458,Frost Street #458,2020-09-09,115,43
459,Ancient Wanderer of Salt #459,2008-10-31,128,31
460,Wild Constellation #460,2004-07-12,77,36
461,Secret Garden of Fire #461,2015-05-11,241,32
462,Shattered Library #462,1998-10-07,124,22
463,Bright Garden and Bloom #463,2006-03-07,121,6
464,Paper Ocean #464,2010-03-15,46,32
465,Paper Horizon and Silk #465,1971-08-06,53,26
466,Iron Garden #466,1970-01-06,47,39
467,Secret Chapel of Snow #467,2010-12-06,175,24
468,Crimson Tower #468,1999-10-14,287,40
469,Secret Atlas #469,2002-08-05,232,8
470,Golden Street #470,1970-03-13,175,23
471,Autumn Crown and Bone #471,1979-07-16,24,11
472,Sapphire Harbor #472,2006-09-18,55,17
473,Secret Archive and Bloom #473,1989-05-05,235,13
474,Summer Horizon and Steel #474,1974-03-04,302,8
475,Paper Ocean #475,2015-03-27,69,32
476,Midnight Wanderer #476,2019-08-20,222,38
477,Sapphire Wanderer #477,1985-11-24,297,12
478,Velvet Harbor of Night #478,2015-03-24,197,27
479,Secret Kite #479,1994-07-19,204,22
480,Forgotten Ocean #480,1982-05-25,212,39
481,Summer Bridge of Night #481,2019-08-31,112,13
482,Hidden Mountain #482,2000-12-23,68,42
483,Shattered Wanderer of Night #483,1980-05-09,181,36
484,Sapphire City #484,2007-06-15,274,19
485,Iron River of Ash #485,2004-03-03,75,4
486,Winter Garden of Fire #486,1995-09-18,129,10
487,Crimson Kite #487,1988-04-20,278,3
488,Wild Ocean of Thunder #488,2020-05-09,200,16
489,Frost Kite of Glass #489,2004-03-26,199,27
490,Winter Horizon #490,1974-10-29,7,17
491,Hidden Mountain #491,2009-10-01,116,41
492,Summer Kite #492,2022-10-15,280,39
493,Hidden Street #493,1987-05-12,151,29
494,Shattered Constellation of Fire #494,2016-02-06,62,25
495,Crimson Forest of Honey #495,1981-09-02,83,38
496,Bright River of Shadows #496,1973-08-01,79,21
497,Secret Garden #497,2025-03-25,155,32
498,Storm Machine of Night #498,2017-02-19,113,12
499,Frost Library #499,1984-04-19,213,35
500,Emerald Signal of Thunder #500,1989-02-21,170,22
501,Wild Crown and Silk #501,2020-05-11,5,8
502,Winter Mirror of Thunder #502,1973-07-30,165,25
503,Golden Signal of Stone #503,1972-03-20,265,24
504,Frost Wanderer of Glass #504,1996-08-05,99,21
505,Frost Library #505,1985-01-07,276,35
506,Midnight Chapel of Snow #506,2008-01-22,54,14
507,Emerald Kite #507,2009-01-17,37,44
508,Restless River of Night #508,1973-05-26,45,5
509,Crimson Compass #509,2020-01-26,37,37
510,Last Labyrinth and Smoke #510,2006-04-14,222,21
511,Midnight Signal #511,2017-12-25,4,42
512,Velvet Mountain of Glass #512,1976-07-06,184,33
513,Golden Crown #513,1997-01-13,311,6
514,Forgotten Street #514,2004-03-21,203,43
515,Midnight Atlas of Thunder #515,1982-03-27,201,35
516,Forgotten Chapel and Bone #516,1971-01-01,284,36
517,Restless Empire and Bloom #517,2018-03-11,281,6
518,Forgotten Archive #518,2000-11-06,109,27
519,Autumn Wanderer of Fire #519,1989-10-22,316,17
520,Hidden Empire of Glass #520,2019-03-29,237,42
521,Emerald Library of Stars #521,1992-06-28,51,13
522,Velvet City of Night #522,2002-01-15,66,43
523,Autumn Tower of Stars #523,1987-05-12,163,32
524,Paper Horizon #524,1997-06-04,300,10
525,Storm City of Night #525,2008-06-04,87,1
526,Ancient Tower #526,2009-02-15,142,24
527,Restless Constellation #527,2013-01-22,237,29
528,Wild Street of Salt #528,1985-10-08,311,6
529,Bright Harbor #529,1987-08-16,135,41
530,Silent Bridge of Ash #530,2015-07-03,16,38
531,Storm Signal #531,1989-02-01,19,36
532,Bright Machine #532,2018-06-02,242,42
533,Restless Mirror of Stone #533,1982-01-05,238,33
534,Frost Library of Ash #534,1991-06-07,315,44
535,Shattered Street and Smoke #535,1984-04-14,92,37
536,Storm Constellation #536,1983-02-12,248,23
537,Crimson Tower #537,1990-10-16,33,17
538,Wild Tower of Snow #538,2016-06-18,185,25
539,Sapphire Ocean #539,1973-07-31,166,7
540,Summer Wanderer #540,1994-07-15,135,38
541,Emerald City and Bloom #541,2002-10-10,301,42
542,Silent Wanderer of Thunder #542,2016-04-29,208,23
543,Wild Atlas #543,2024-03-16,4,33
544,Restless Ocean of Stars #544,2016-02-29,144,14
545,Restless Compass of Salt #545,1990-08-31,213,22
546,Velvet Empire and Silk #546,2012-12-22,108,38
547,Shattered Chapel #547,1972-01-06,125,3
548,Restless City #548,1982-02-01,263,3
549,Storm Harbor of Honey #549,1986-02-25,265,26
550,Secret City #550,1995-06-07,44,14
551,Paper Mountain #551,2013-03-19,88,15
552,Iron Mountain of Fire #552,2025-11-29,262,17
553,Shattered Bridge #553,2010-09-07,306,38
554,Silent Tower of Shadows #554,1979-09-28,9,13
555,Frost Wanderer #555,1983-06-02,311,7
